lat,lon,ele_m,name
29.68638,82.85683,6330,巴尔宗嘎衡雪山
28.51117,85.51638,6330,达热坚南峰
29.87068,81.03810,6330,?
30.09776,81.10233,6329,岗次仁玛Ⅰ峰
36.87889,72.52917,6328,کوه قَلعِه پَنج Koh-e Qala Panja
28.88500,84.17191,6328,Saribung Peak
27.75843,87.91919,6328,Sharphu II
30.66208,94.57162,6328,?
31.79767,94.70269,6328,སྤུ་རྒྱལ་གངས་རི 布加岗日
35.77821,76.18092,6327,Trango II
29.11514,97.07713,6327,玉和岗日
28.04827,90.76097,6326,?
30.63048,79.95178,6325,Lampak I
35.46535,76.45822,6325,Namika
29.31254,83.87071,6325,?
27.78004,86.81397,6325,?
28.81568,90.27986,6325,姜桑拉姆/སྤྱང་གསལ་ལ་མོ།
35.14261,74.41451,6324,Toshe II
29.18158,98.46007,6324,大米勇
30.07749,81.14982,6323,岗次仁 III
30.29166,80.04011,6322,Changuch
30.27537,80.64818,6321,Brammah Parvat
36.74506,84.62996,6321,?
-27.05291,-68.78098,6320,Punta Torre
42.16216,80.26101,6320,?
29.83512,81.08438,6320,?
34.75737,82.35908,6320,?
42.28501,81.04332,6320,Yanamax
27.80043,88.22775,6319,?
30.36739,79.79269,6318,Bethartoli S
36.15954,70.97793,6317,?
31.00350,78.55313,6316,Bandarpunch I
30.10647,94.11989,6316,杰钦朗拉嘎布峰
30.55856,80.12699,6315,Nanda Gond
32.05830,77.81169,6315,Kangla Tarbo I
38.55227,72.38575,6315,?
28.75402,83.10278,6315,?
29.33263,83.81860,6315,?
30.20257,80.44157,6312,Panchchuli III
31.93170,78.76959,6310,Ninja Turtle 2
36.95193,74.83480,6310,?
28.69952,83.37066,6310,?
28.71443,84.34204,6310,?
28.68579,85.43989,6310,查果那莫
28.32919,86.36537,6310,?
29.79069,88.28483,6310,?
29.83024,81.08938,6310,?
30.18235,94.61472,6310,Pulongu
-9.38244,-77.33000,6309,Chinchey
30.34848,79.71933,6309,Nanda Ghungti
32.19303,77.78760,6309,Gunthar Peak
35.31953,77.43077,6309,Lharimo
36.85417,72.75194,6309,Kohanha-e Sarqi
31.44743,86.75987,6308,?
30.52293,80.14156,6306,Nanda Pal
34.53666,78.02929,6305,Sagtogpa Kangri
31.03461,82.52960,6305,岗青日 གངས་ཆེན་རི།
30.82942,82.72758,6305,གོང་བུ་གངས་རི
30.44816,80.02007,6303,Bamchu
31.95149,78.74859,6303,Pt 6303
28.24742,89.79705,6303,格勒普
38.64482,72.39524,6301,Высокая Стена
30.40229,80.32419,6300,Suli Top
32.30988,78.16359,6300,Chau Chau Kang Nilda
33.71652,77.56093,6300,Ibsti Kangri
27.90537,86.52817,6300,?
27.85319,87.01080,6300,?
28.91896,84.26917,6300,?
28.16939,85.67854,6300,Ganchenpo
27.92799,87.85293,6300,?
27.93736,87.85989,6300,?
27.90985,87.94312,6300,?
29.67183,101.83584,6297,达多漫因西卫峰
30.90672,93.82107,6296,格桑塔措
33.82011,78.23269,6295,Peak 6295m
28.04607,86.60993,6295,Dejung Khong Himal
28.12758,89.57410,6295,康钦通波
30.30146,80.08664,6294,Kuchela Dhura
28.80013,83.16648,6294,Kāṅg Tokal
27.68926,87.99109,6294,Khabur
29.65268,101.83788,6294,郎格曼因
29.62234,101.92999,6294,中山南峰
36.46671,74.10152,6293,Purian Sar
38.46116,75.29516,6292,Сарыкаякуджи
30.34669,95.18422,6292,甲隆II峰（Jalong II ）
-15.55124,-72.59598,6290,Coropuna Este
33.57850,76.38038,6290,Barnaj II
39.11957,72.19153,6289,Музджилга
29.17401,96.74071,6289,?
31.64881,78.65374,6288,Gang Chua
35.57724,75.91780,6288,Mango Gusor
35.75747,76.20148,6287,Great Trango Tower
29.79481,93.10740,6286,多达竹希
35.45454,76.46974,6285,?
34.36941,78.77163,6285,Dada
28.02410,90.49298,6284,?
30.07319,82.16817,6284,?
39.46791,73.52117,6283,Чорку
31.02112,79.41304,6282,Balbala West
34.79707,99.46267,6282,玛卿岗日
37.14750,73.21583,6281,کوه هلال Koh-e Helal
27.76554,86.84634,6281,?
27.72884,87.00555,6281,?
31.12757,82.46017,6281,?
36.73071,84.68572,6281,?
28.02248,86.40529,6281,火若龚
-30.42007,-69.78092,6280,Cerro de la Majadita
36.43809,72.86109,6280,Shah Dok
31.05112,79.20770,6280,Trimukhi East
36.47927,76.85983,6280,?
33.72514,77.57352,6280,Dzo Jongo West
33.23155,79.18346,6280,?
30.00499,81.03615,6280,?
32.30198,87.38779,6280,?
31.23453,78.53299,6279,Jupkia
27.83773,86.54723,6279,Parchemuche
33.48116,76.72827,6278,Remalaye (H5 - Sakamoto)
29.29497,96.64061,6278,?
38.62557,72.41679,6277,Паррота
29.95243,90.53775,6277,巴次普
33.25095,76.86736,6276,Lama Jimsa Kangri
42.23507,80.28417,6276,Пржевальский - 普熱瓦爾斯基
28.66187,83.32112,6273,Myagumath
28.23248,87.46230,6273,扎日 - Zhag Ri
36.89835,74.24493,6272,Sakar Sar
29.64426,101.94175,6272,中山东峰
-13.33340,-72.54361,6271,Nevado Salkantay
30.82080,79.01894,6270,Kirti Stambh
32.35406,77.72147,6270,Karcha Parbat
33.11475,78.41648,6270,P6270
35.14575,74.40456,6270,Geshot Peak
35.16027,74.41256,6270,Toshe IV
36.39564,74.67538,6270,Hunza Peak
29.35101,82.66790,6270,?
28.27300,85.74109,6270,Triangle
30.03366,81.06091,6270,?
-30.41997,-69.78133,6269,Olivares Central o De la Majadita
29.29735,83.84800,6268,?
34.73816,99.50368,6268,?
30.59710,79.96833,6267,Gorur Forked Peak
28.17965,87.02024,6267,虾布热
33.47980,76.72140,6266,Remalaye West
32.24014,77.54109,6265,Lalana
27.79799,86.85609,6265,?
30.06251,82.27834,6265,阿色甲果
32.35137,77.55590,6264,CB 13
28.26982,85.57412,6264,Ubra
30.51808,93.47711,6264,玛纳卓
30.30039,82.17890,6263,昂若东
42.25669,80.28666,6261,Михаил Грудзинский - 米哈伊爾·格魯津斯基
30.48100,80.24650,6260,?
32.97571,78.11578,6260,Gyama Central
36.80167,72.52444,6260,Koh-e Uparisina
27.83229,87.76153,6260,?
29.40562,96.58294,6260,哈莫贡嘎（Hamokongga）
33.46011,91.14817,6260,?
-8.89428,-77.70907,6259,Santa Cruz
30.83270,79.01970,6259,?
39.46195,73.61293,6259,Курумды Восточная-2
27.83207,86.44889,6259,Chukyima Go
34.79873,78.18505,6258,?
38.54516,72.38079,6257,Паустовского
27.90797,86.41490,6257,Chekigo
35.77392,76.48556,6256,Marble Peak
35.07045,78.14667,6256,白头峰
28.19168,85.81943,6256,Gumba Chuli
28.17425,90.12357,6256,什娥岗日 Shier Kangri
30.34250,82.01148,6256,岗隆岗日
36.81564,84.73891,6256,гора Симанлайшань
35.93059,71.08056,6255,?
38.98482,72.15856,6255,пик Реввоенсовета
33.47983,86.79500,6255,玛依岗日/མ་གཡེར་གངས་རི།
30.43301,80.03194,6254,Sakram
31.10036,78.51223,6252,Swargarohini
30.58507,95.05070,6252,格雍岗日I峰
35.77088,76.19070,6251,Trango Tower
-27.23601,-68.57821,6250,WP4
32.19893,77.56557,6250,Dharmsura
32.24010,77.67568,6250,Central Peak
32.63169,77.64395,6250,Unclimbed Pt
32.43606,78.19512,6250,Lakhang
32.98648,78.11341,6250,Gyama North
33.10502,78.42296,6250,P6250
33.58466,76.36837,6250,Barnaj I
33.48309,79.33664,6250,拉日巧达栋
38.58674,75.21160,6250,?
29.27981,83.81369,6250,?
29.31122,83.80960,6250,?
27.68272,86.89644,6250,?
27.89727,86.55168,6250,?
27.94737,86.47102,6250,?
27.94841,86.47503,6250,?
27.93336,86.54254,6250,?
28.39957,85.01252,6250,Lumbo Himal
28.54654,85.05219,6250,?
28.30954,85.65686,6250,?
28.33418,85.66485,6250,?
27.91258,87.90196,6250,?
28.36033,91.11232,6250,?
29.54858,101.90990,6250,三连山东南峰
31.10636,102.90199,6250,幺妹峰
35.91203,72.26662,6249,Ghochhar Sar
27.71408,86.85191,6249,?
28.62799,84.54353,6249,Larkya Peak
42.28881,80.96384,6249,雪莲东北峰
32.06209,77.81597,6248,Kangla Tarbo II
32.33252,77.54859,6248,CB-12
35.70311,77.74722,6248,?
28.53917,83.95984,6248,Gandharba Chull
28.62306,85.45475,6248,色玛然峰
31.10073,78.50586,6247,Swargarohini II
27.79072,92.39474,6247,Gori Chen South
30.44317,80.03748,6245,Lohar Deo
32.64080,79.29569,6245,伊里里亚山 Irira
35.09854,74.54674,6245,Shaigiri
34.47539,78.06337,6245,Lingthran Kangri
27.79446,86.51370,6245,?
28.80461,90.22144,6245,解岗速松/རྒྱལ་ཁང་ཟུར་གསུམ།
37.91345,87.38931,6245,苏拉木塔格峰
38.80174,75.13932,6244,?
38.82664,75.14257,6244,?
28.02969,88.09390,6244,郎阿
33.17627,76.94454,6243,Mutik Skal
38.54852,72.40384,6242,Юбилейная
28.01048,88.16196,6242,克隆岗
36.76478,84.79497,6242,?
39.07113,72.13848,6241,Тухачевского Восточный
38.79566,75.13196,6241,?
42.04094,79.96998,6241,САВО
-27.20723,-68.52592,6240,Olmedo
36.15127,72.38261,6240,Gordoghan Zom
29.70104,82.90848,6240,?
29.70681,82.91590,6240,?
29.30856,83.79018,6240,?
29.32844,83.83790,6240,?
28.10889,87.60570,6240,阿玛直米北 II 峰
35.55712,89.57787,6240,གངས་བྲག་རི 岗扎日
29.27933,83.82328,6238,?
27.81683,87.97666,6238,Danga
38.47521,72.35143,6237,Шипка
42.08746,80.26831,6237,?
30.52260,93.22452,6237,涅帕
30.26575,80.06299,6236,Nandabhana
30.45608,79.89135,6236,Rishi Kot
30.53142,80.12308,6236,Nital Thaur
38.59676,72.36783,6236,Королева
30.92130,93.84738,6236,雪漠峰Chomo Mangyal
34.53112,78.00803,6235,Phokto Scheyok
29.31599,83.78580,6235,?
29.30174,83.81236,6235,曼塞尔
28.61376,84.75394,6235,古当康日东峰
28.86167,90.13553,6235,久旦卓玛
29.68835,94.98777,6235,?
32.76834,78.14613,6234,Kharpa
38.42398,73.30163,6233,пик Советских Офицеров
27.97346,88.81308,6233,?
39.05443,72.12604,6232,Якира
35.75908,76.20198,6231,Great Trango Tower NE
32.65377,78.18208,6230,P6230
33.01329,78.07609,6230,Point 6230
35.54687,77.95796,6230,雪尖山
39.02262,72.05827,6230,Пик Четырех
38.62958,72.40295,6230,Чил-Сол
42.06332,80.22831,6230,?
27.87198,86.91061,6230,?
28.80154,84.00441,6230,?
27.95011,87.84121,6230,岗拉
28.06252,90.38994,6230,良岗罗拉
28.22783,89.93447,6230,康麦隆
35.79031,70.91799,6229,?
29.25572,83.80174,6229,?
-1.46748,-78.82264,6228,Pico Veintimilla
31.92405,78.72491,6227,Corner Peak
32.44748,77.47948,6227,CB-10 Tara Pahar
27.74235,88.02382,6227,?
38.91228,75.04356,6225,?
30.25884,86.25499,6225,?
27.97669,88.71570,6224,Sanglaphu
33.29551,79.76596,6223,君麦雪外岗日
28.06303,87.02736,6223,洛林峰
29.93471,81.50585,6223,Kerang Tse (Chala Peak)
36.75860,84.78059,6223,?
37.10288,72.51256,6222,пик ЛГУ
36.69816,73.85189,6222,Karka
29.25600,83.82401,6222,?
28.04777,90.79299,6222,色布岗仑  Saibu Kanglun
27.80131,92.39723,6222,Gori Chen East
32.21379,77.39644,6221,Indrasan
-27.75201,-68.85521,6220,Altar del Pissis
-27.93991,-68.74758,6220,Pioneros o Peñas Azules
36.13977,72.32143,6220,Buni Zom S
32.17562,77.58376,6220,Shigrila
32.01699,78.69966,6220,Mt Ibex
33.72854,77.58342,6220,Dzo Jongo East
38.15763,75.18437,6220,?
39.12438,74.68748,6220,гора Будунсельтау
29.39529,82.61788,6220,?
29.40351,82.62440,6220,?
29.70179,82.92594,6220,?
27.64540,88.04420,6220,?
27.73090,87.90436,6220,Sharphu III
27.99389,88.27709,6220,寇拉岗北峰
28.22264,89.94950,6220,格琼
29.40130,96.44636,6220,格尼库孜峰
30.25822,80.66807,6220,Cheepaydang (Peacock Peak)
28.33740,87.68873,6219,江嘎日
30.23531,81.39094,6219,甘仲布 Kandumbu
39.36222,73.00391,6218,Пик Латвия
-30.29857,-69.90089,6216,Nevado Olivares
35.57965,76.77651,6216,Silver Throne
38.48686,72.20064,6216,Ракзоу
39.46814,73.49295,6216,Пик Турк ВО
30.19827,93.74253,6216,欧布
30.45319,80.25693,6215,Kalganga Dhura
35.11896,78.20053,6215,天河岭
42.04576,79.97794,6215,Дыбенко
29.25179,83.83690,6215,?
27.97853,88.21404,6214,农巴脑
27.70980,87.00276,6213,?
28.60694,84.58782,6211,Naike Peak
30.07747,81.10606,6211,?
33.26748,76.87771,6210,Ri Pok Te / Sakamoto R4
36.86250,72.53500,6210,Koh-e James
42.18995,80.26755,6210,?
29.69184,82.83943,6210,?
29.22080,83.81326,6210,?
28.19083,89.89399,6210,?
36.79105,84.90221,6210,?
31.10215,78.50088,6209,Swargarohini III
32.96779,78.12014,6208,Gyama South
39.00490,72.11994,6208,пик Жукова
31.43231,86.75166,6208,མཆིན་དབལ་སྒང་ལུར
32.18307,77.83437,6207,Ratang
39.09623,72.14546,6207,пик Уборевича
27.83310,86.89069,6207,?
36.73524,84.72206,6207,?
-27.04323,-68.78967,6206,Punta Atacama
29.74478,101.87686,6206,日乌且南卫二峰
33.83230,78.27289,6205,Peak 1 6205
30.64888,80.01413,6204,Uja Tirche
27.98415,88.33655,6204,寇拉曲尼岗 I Kora Chone Kang I
30.58656,94.90976,6204,冲炯（chung jung tso）
29.80649,99.60681,6204,格聂峰
42.24438,80.28498,6203,РГО-ға 100 жыл - 俄罗斯地理协会成立100周年
36.75138,84.73394,6203,?
35.90386,71.07270,6202,?
39.35739,72.98543,6202,Пик Эстония
27.88332,86.91281,6202,?
30.08634,82.16816,6202,果拉科雪山 བྱང་ཀེ་ལ་རི
35.85785,71.02587,6201,?
42.08658,80.18783,6201,Рус чөмүлтүлгөнүнүн 1000 жылдыгы 罗斯受洗一千年纪念峰
42.20803,80.22327,6201,?
-15.86443,-68.54801,6200,Cerro Wakana
32.43332,77.05403,6200,Shikar Beh
32.22057,77.54629,6200,Dewachand
31.96399,78.73449,6200,Pt 6200
32.45009,78.19728,6200,Dhhun Peak
33.35272,76.35059,6200,Agyasol
35.33843,74.70149,6200,?
33.70208,77.56132,6200,Shan Ri
33.70195,77.58994,6200,Gapo Ri
34.50923,77.31406,6200,Unclimbed Peak 6200
28.87147,83.50338,6200,Tongu Himal
29.68996,82.82827,6200,?
29.69221,82.88290,6200,?
27.79256,86.50943,6200,?
27.91709,86.56118,6200,?
28.55647,85.04878,6200,?
28.32567,85.66147,6200,Dragmarpo Ri
28.28381,85.73749,6200,?
27.86752,87.77800,6200,赛努博
27.94625,87.84770,6200,?
27.90992,87.88987,6200,则纳格康日
28.07064,90.35852,6200,?
28.14693,90.08929,6200,?
-33.46930,-69.81511,6198,Cerro San Juan
30.06335,82.17175,6198,?
30.84455,79.41011,6196,Avalanche Peak I
27.97361,86.51907,6196,Dingjung Ri
30.22298,80.71709,6196,?
-27.80557,-68.73103,6195,?
34.55688,78.07029,6195,Pt 6195
28.74459,84.33426,6195,?
37.16510,73.26490,6194,Koh-e Marco Polo
29.19857,83.83677,6194,?
30.73349,79.19918,6193,Mandani Parvat
30.82567,79.36358,6193,Arwa Spire
33.47581,76.70077,6193,H5 Sakamoto
30.38810,80.55380,6191,?
-9.36767,-77.37081,6190,Palcaraju
63.06911,-151.00624,6190,Denali
32.10077,77.67646,6190,Rubal Kang
32.32567,78.16454,6190,Chau Chau Kang Nilda II
33.66133,78.57818,6190,?
29.68714,82.94734,6190,?
29.23379,83.80552,6190,?
27.98416,88.78975,6190,Dongkya Ri
29.86080,81.04005,6190,?
30.15384,94.03860,6190,紧打
38.94557,71.97572,6189,Куйбышева
30.13565,81.08266,6189,拉沙
-9.26974,-77.48116,6188,Copa
28.85556,84.20747,6188,Sahasar
27.98558,88.34051,6188,寇拉曲尼岗 II Kora Chone Kang II
35.44649,76.45916,6187,?
27.79301,86.64278,6187,Kongde Ri
36.80454,84.81625,6187,?
28.82790,90.30959,6186,雄嘎
33.75498,77.55123,6185,Kang Yatse II
34.12468,78.82610,6185,羌臣摩山
29.22525,83.79981,6185,?
28.04647,90.79415,6185,?
-24.83317,-66.40611,6184,Morro del Quemado
-24.75948,-66.41519,6184,Quemado
34.56026,77.34531,6183,Spanpuk
38.99938,72.13657,6183,Маршала Василевского
39.37078,72.93930,6183,пик Cпартак
28.24698,86.75232,6183,哈辟削弄
28.06357,86.49552,6182,冷打
30.48127,93.34038,6182,舒拉嗨日
36.74580,84.70988,6182,?
30.64143,79.93107,6181,Lampak II
33.83104,78.27063,6181,Peak 2 6181
38.98962,71.79600,6181,Радиоклуба
42.11200,80.15900,6181,чокусу Актау - 阿克套峰 - چوققا ئاقتاۋ
30.47933,80.25139,6180,?
31.57063,78.55909,6180,Kanor Rang
31.93411,78.71151,6180,Pt 6180
32.81881,78.67867,6180,Handlung
29.20459,83.82226,6180,?
28.20392,90.40533,6180,尚哥
38.85098,72.12598,6179,Борющийся Вьетнам
28.85322,93.19958,6179,勃勃朗峰
27.98953,88.36613,6178,寇拉曲尼岗 III Kora Chone Kang III
30.13361,80.72019,6178,?
30.23608,80.72076,6178,Rajay Jue
35.65251,94.25076,6178,玉珠峰
32.05802,78.77259,6177,岗麦隆
28.53275,85.16639,6177,卓当岗日 / 巴束沃
29.19830,96.96853,6177,格尼峰（杰龙巴）
38.69668,75.17681,6176,?
36.24111,70.96719,6175,?
29.39881,82.62293,6175,?
28.49051,98.63067,6175,芒框腊卡
27.78538,86.89979,6174,?
28.08256,87.04123,6174,日东那布
28.29296,86.66487,6174,尼布吓巴
31.94186,78.69970,6173,Ningmari
32.47169,77.48660,6172,CB-33 MINAR
27.81593,87.91812,6172,Nupchu West
30.17706,80.94070,6172,?
36.14237,70.98443,6171,قلعه سرخ
32.19506,77.86246,6170,Ratang Tower
27.86735,86.85168,6170,?
28.64251,83.92696,6170,?
30.32109,94.32096,6170,塔西朗隆
33.82472,78.27017,6169,Peak 3 6169
-29.13005,-69.78711,6168,Cerro El Toro
-26.21040,-68.31707,6168,Cerro Vallecito
28.63342,84.71342,6168,卡羊康日
30.33981,95.30808,6168,Tatsekangpu
31.78598,99.07211,6168,雀儿山
29.22939,83.82496,6167,?
36.76723,84.72390,6167,?
30.87628,79.28081,6166,?
30.75152,79.70389,6166,Rātaban
27.85433,86.51309,6166,?
28.82796,83.98241,6166,Purkung
36.79235,84.79141,6166,?
36.14169,70.97885,6165,?
38.56679,75.29503,6165,?
28.84727,84.30203,6165,Nagoru Central
36.89328,72.54417,6164,Koh-e Kamisktar
27.71170,87.91164,6164,Sato
30.89991,79.79736,6163,Geldhung
-9.41176,-77.41685,6162,Ranrapalca
39.32590,72.83669,6162,?
29.18217,83.83933,6162,?
36.74995,84.78506,6161,?
-29.93938,-69.90685,6160,Cerro Las Tórtolas
-9.04175,-77.65758,6160,Huandoy Sur
30.59764,80.04252,6160,Chalab
30.63265,80.03144,6160,Shambhu Ka Qilla
32.35647,77.77559,6160,Dongrimo
32.47972,78.18784,6160,Parilungbi
29.39213,82.75359,6160,?
29.39272,82.75424,6160,?
29.70186,82.90329,6160,?
27.86361,88.03830,6160,?
27.57749,88.14123,6160,Forked Peak
28.06625,90.82932,6160,夏嘎岗日
27.97751,86.76290,6159,Nirekha
28.27513,87.12502,6158,加舌
27.74551,87.91736,6158,Sharphu V
28.90435,93.15008,6158,尺布拉
-32.06395,-70.11421,6157,Cerro La Mesa
36.86250,72.39444,6157,Koh-e Larissa
29.27280,83.83214,6157,?
28.21796,86.85239,6157,秋布桑日
33.34889,76.57686,6155,Cerro Kishtwar
34.03201,78.66900,6155,塔玛山
29.27262,83.84146,6155,?
27.98415,88.71979,6155,?
28.04966,90.55843,6154,?
-33.45392,-69.68962,6152,Cerro Negro
-26.50585,-68.52437,6152,Cumbre del Laudo
27.90921,86.67088,6151,Kyajori
28.16855,85.71270,6151,Urkinmag
28.18360,85.83843,6151,Gyaltsen
42.30082,81.03483,6151,Yanamax II
30.75007,93.96006,6151,洛马削
-9.36257,-77.36806,6150,Palcaraju Este
32.23317,77.54948,6150,Lalana Peak
31.58113,78.53944,6150,Rudraksh
32.29591,78.22612,6150,Pt 6150
32.41988,78.12595,6150,Pt 6150m
33.41699,76.82125,6150,Ubarak Kangri
33.73999,77.54097,6150,Kang Yatse 4 North
33.34406,78.12099,6150,P. 6150m
36.83750,72.55528,6150,Koh-e Sedara
29.29060,83.83711,6150,?
27.83025,86.54518,6150,?
28.83593,84.37052,6150,?
28.27214,85.66353,6150,Bhemdang Ri
27.89198,87.86384,6150,?
27.74121,88.01241,6150,?
27.92377,87.86056,6150,?
28.12945,90.29778,6150,?
29.92837,81.00062,6150,?
38.45452,73.40248,6148,пик Двуглавый
39.36279,72.82764,6148,Пик Раздельная
27.56325,88.07948,6148,Kokthang
34.25226,84.27179,6148,查多岗日
36.17796,72.34077,6147,Buni Zom II
38.29593,75.16914,6146,?
39.27326,74.26109,6146,阿克萨依峰
42.28240,80.26847,6146,Мраморная Стена - 大理石墙峰
28.82392,98.05872,6146,查格腊子
29.99502,80.86773,6146,?
30.50880,91.87954,6146,玛朗岗日
30.57887,80.20494,6145,Darcho
29.75930,82.72353,6145,?
28.84151,84.30813,6145,Nagoru East
28.84553,84.32676,6145,Nagoru Far East
28.42986,98.66724,6145,舍曲腊卡
29.75350,101.87510,6145,日乌且南卫一峰
30.38315,80.27733,6144,Burphu Dhura
28.78197,83.92688,6144,Thorong Peak
36.75230,84.55073,6144,?
35.95577,74.63308,6143,Bilchhar Dobani
29.23683,83.80240,6143,?
33.09442,76.58046,6142,Bahai jar
35.96458,74.65126,6142,Dubbani
-26.49083,-68.55980,6141,Cumbre Somital
37.17521,72.57600,6141,пик Тбилисского ГУ
27.84585,86.57919,6141,?
30.66556,94.42634,6141,觉纳摸补
30.48775,80.24672,6140,?
33.98629,77.44215,6140,Stok Kangri
29.42440,82.62443,6140,?
29.67353,82.93752,6140,?
29.06141,83.63408,6140,?
28.00999,88.38109,6140,龙琼脑
28.16441,89.59736,6140,阿里过母
29.82804,82.64390,6140,?
30.57971,95.04457,6140,格雍岗日II峰
36.60665,71.90470,6139,?
32.37429,77.78014,6138,Larimo
29.59687,101.93400,6137,?
29.59756,101.94698,6136,?
30.97498,79.12863,6135,Shyamvarn
33.56779,76.58806,6135,Khang Chan Chenmo
29.17490,83.84315,6135,?
27.96966,86.78172,6135,Lobuche West
28.06833,87.16360,6135,托拉抗波切
28.06192,90.38192,6135,?
30.25490,88.36120,6135,?
30.32736,88.38295,6135,?
30.36847,88.69829,6135,?
30.31980,88.74928,6135,?
30.36621,88.72099,6135,?
30.56843,88.68186,6135,?
30.44076,88.80721,6135,?
30.49354,88.83000,6135,?
30.52789,88.82970,6135,?
30.62447,88.82506,6135,?
30.64736,88.82978,6135,?
29.94210,95.74579,6135,顶彭朗拉松
38.50934,72.51934,6134,пик Шверника
29.73548,101.88525,6134,针峰
30.95633,78.80488,6133,Srikantha
38.39948,73.43063,6133,Чатаcай
29.21158,83.82166,6133,?
32.40599,78.20080,6132,Shilla
35.10627,74.46346,6132,Laila Peak
38.23297,71.80063,6132,Вудор
29.61464,93.21546,6132,斯隆朗
30.09481,93.93707,6132,萨玛热则
35.89089,71.06344,6130,کوشان مجنان
32.28556,77.72854,6130,Chemma
31.56271,78.56867,6130,Kyabdo Rang(Pt 6130)
38.18055,75.11067,6130,?
28.89971,83.52409,6130,?
29.44754,82.64313,6130,?
27.73292,86.99434,6130,?
30.55886,80.25664,6129,Lassar
38.63054,73.35484,6128,Северный Музкол
30.89992,93.83571,6128,?
36.77407,84.83963,6128,?
-26.49227,-68.58770,6127,Cumbre Internacional
-15.96260,-68.41100,6127,Chearoko
-10.30422,-76.89428,6127,Sarapo
31.83300,77.72035,6127,?
29.25133,83.84736,6127,?
29.33718,96.61663,6127,则和峰（Zeh）
33.84219,78.70023,6126,Pangong Kangri
38.22502,71.79177,6126,Снежный
34.41305,79.07401,6125,三坎山
29.30121,82.58864,6125,Paltathumba
29.19499,83.84268,6125,?
27.92642,86.39100,6125,?
28.11864,85.87510,6125,古林钦康日
38.49270,72.52263,6124,Ховраздара
29.19768,83.81836,6124,?
28.54590,83.97080,6124,?
29.55589,101.87937,6124,?
36.83967,84.91167,6124,?
30.48496,80.30572,6123,Lalla We
39.10514,72.13471,6123,Днепропетровск
38.28839,75.21509,6123,?
28.07977,90.69722,6123,奇桑岗 / 次龙岗日 Chisang Kang / Cêlung Kangri
-29.58879,-69.44939,6122,Colanguil
-9.20316,-77.51894,6122,Hualcán
31.22037,78.53149,6121,Pt 6121
38.51956,73.24586,6121,пик Зарташ
36.79574,84.95382,6121,?
32.23536,77.68075,6120,Lion Pk.
32.41223,78.11700,6120,Pt 6120
32.93469,78.18137,6120,Mentok III
33.39789,76.80875,6120,Haftal Kangri
33.15706,78.20293,6120,Mt. Pranita
33.57622,78.88511,6120,曼冬日
37.08139,73.19111,6120,Koh-e-Bardar
42.21730,80.14655,6120,Петьки
28.80815,83.99946,6120,?
28.58033,84.94821,6120,?
30.31394,80.62387,6120,Ishan Parbat
37.38807,87.60711,6120,Ayaliktag
27.80624,86.92566,6119,?
31.81596,99.03463,6119,雀儿山二峰
32.42647,78.55114,6117,开德格波加
38.54828,73.27467,6116,Советский Таджикистан
28.22496,89.96735,6116,国雄
29.99310,90.53977,6115,拉休岗日
33.33422,88.72577,6115,阿木岗日/རྔ་མོང་གངས་རི།
30.59391,80.07789,6114,Kholi
27.79282,88.26363,6114,?
29.53586,101.84833,6114,娘波贡嘎
30.17952,81.04882,6114,Pung Di
30.24557,93.27186,6114,?
32.57827,76.71102,6113,Goutam Parbat
38.65261,72.38063,6113,Титова
27.78033,86.88665,6113,?
28.25212,85.59064,6113,?
29.73330,101.83772,6112,勒多漫因
32.59088,77.63713,6111,Tagne
28.78490,84.03219,6111,Jinjang
28.93904,90.26514,6111,?
-13.73185,-71.16071,6110,Qullpa Ananta
-9.36740,-77.38562,6110,Palcaraju Oeste
36.12838,72.33287,6110,Buni Zom SS
32.10387,77.70472,6110,Corner Pk.
39.04672,72.03788,6110,?
38.92221,75.04453,6110,?
42.27061,80.28448,6110,8 альпинист әйел - 8名女登山者
29.21261,83.83065,6110,?
28.48834,84.07519,6110,?
28.81475,83.98949,6110,?
28.83566,83.95650,6110,?
28.72937,85.42310,6110,卡穷
29.04590,84.18792,6110,苟吉里
30.75211,94.17965,6110,克拉普
-33.73479,-69.87782,6109,Cerro Marmolejo
-16.63711,-67.79815,6109,Norte
35.74056,76.14793,6109,Uli Biaho Tower
28.05794,86.08939,6109,Chomo Pamari
-8.99462,-77.61561,6108,Chacraraju
31.15055,79.31153,6108,Sarup Choti
32.56846,77.45734,6108,CB-9
32.98964,78.13594,6108,Gyama East
27.57174,88.14344,6108,?
27.61677,88.17124,6108,Goecha Peak
28.43055,98.63151,6108,戈达尼腊卡
30.30169,95.42777,6108,仁玉II峰
28.98056,83.18103,6107,?
-13.72619,-71.08196,6106,Chumpi
36.55814,74.93243,6106,Tupopdan
28.55614,91.15710,6106,雪尖倾日/ཞོལ་ཅན་ཆེན་རི
30.42733,80.25846,6105,Kalabaland Dhura
36.82731,84.74151,6105,?
30.78462,94.01264,6105,纳玛次
33.46583,76.09027,6103,Flat Top
29.67208,83.00834,6103,Danphe Shail
-13.69986,-71.09605,6102,Allqamarinayuq
31.00697,78.52673,6102,Bandarpunch II
30.17494,80.46899,6102,Telkot
30.92062,79.28058,6102,Kalindi Peak
37.11417,73.18476,6101,Koh-e-Seh Asp-e-Safed
